datetime,open,high,low,close,volume
2026-07-14 03:45:00,24092.75,24118.65,24050.55,24109.75,0
2026-07-14 03:50:00,24109.55,24150.6,24104.6,24144.75,0
2026-07-14 03:55:00,24144.75,24147.35,24100.0,24119.0,0
2026-07-14 04:00:00,24119.0,24128.0,24080.0,24110.0,0
2026-07-14 04:05:00,24110.0,24120.0,24095.0,24105.0,0
2026-07-14 04:10:00,24105.0,24115.0,24090.0,24100.0,0
2026-07-14 04:15:00,24100.0,24110.0,24085.0,24095.0,0
2026-07-14 04:20:00,24095.0,24105.0,24080.0,24090.0,0
2026-07-14 04:25:00,24090.0,24100.0,24075.0,24085.0,0
2026-07-14 04:30:00,24085.0,24095.0,24070.0,24080.0,0
